robot_max_speed,robot_radius,success_rate,collision_rate,timeout_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstacles,crowdnav,dwa,rlca,teb
1.1,0.625,0.27,0.73,0.0,138.34,13.53573334686,45.0,45.0,1,45,2.5,0,0,0.0,0,308.5714,0.0369,4050.0,2.3219,5,0.3596,0.6,0.0127,0.0,0.41,0.6,8,0,1,0,0
1.1,0.625,0.27,0.73,0.0,65.27,9.26540000925,45.0,45.0,1,45,1.5,0,0,0.0,0,160.0,0.0288,4050.0,2.3219,9,0.5648,0.4,0.0095,0.0,0.73,0.51,12,0,1,0,0
0.22,0.113,0.69,0.31,0.0,88.22,5.58579310903,35.0,35.0,1,15,2.5,0,0,0.0,0,180.0,0.0169,2450.0,2.3219,2,0.5845,0.0,0.0,1.0,0.46,0.58,6,0,1,0,0
2.0,0.267,0.63,0.37,0.0,249.3,10.674333344,35.0,35.0,1,70,2.5,0,0,0.0,0,180.0,0.0284,2450.0,2.3219,5,0.1992,0.2,0.0107,0.0,0.7,0.35,3,0,1,0,0
0.22,0.113,0.73,0.23,0.03,172.24,8.600783341924998,35.0,35.0,1,70,2.0,0,0,0.0,0,360.0,0.0252,2450.0,2.3219,1,0.3069,0.0,0.0,1.0,0.48,0.34,6,0,1,0,0
1.1,0.625,0.62,0.34,0.03,92.9,8.538827594735,35.0,35.0,1,70,2.5,0,0,0.0,0,270.0,0.0283,2450.0,2.3219,4,0.1933,0.8,0.01,0.0,0.62,0.51,6,0,1,0,0
0.22,0.113,0.93,0.07,0.0,171.92,8.98806897449,45.0,45.0,1,30,1.5,0,0,0.0,0,180.0,0.0227,4050.0,2.3219,2,0.6675,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.83,0.1,0.07,185.07,8.31431667497,45.0,45.0,1,70,2.5,0,0,0.0,0,127.0588,0.0415,4050.0,2.3219,14,0.2441,0.4,0.0109,0.0,0.51,0.53,4,0,1,0,0
0.22,0.113,0.4,0.6,0.0,154.76,10.795566677450001,45.0,45.0,1,15,2.5,0,0,0.0,0,360.0,0.0247,4050.0,2.3219,2,0.6086,1.0,0.0066,0.0,0.58,0.66,12,0,1,0,0
2.0,0.267,0.72,0.28,0.0,215.0,8.269913801365,35.0,35.0,1,45,2.5,0,0,0.0,0,327.2727,0.0252,2450.0,2.3219,6,0.3222,0.7,0.0123,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.59,0.41,0.0,144.06,8.379793111815,45.0,45.0,1,70,1.5,0,0,0.0,0,180.0,0.033,4050.0,2.3219,8,0.4799,0.6,0.009,0.0,0.64,0.9,4,0,1,0,0
1.1,0.625,0.03,0.9,0.07,12.47,28.953750028955003,25.0,25.0,1,30,2.0,0,0,0.0,0,360.0,0.0138,1250.0,2.3219,1,0.382,0.0,0.0,1.0,0.58,0.42,6,0,1,0,0
1.1,0.625,0.69,0.31,0.0,47.99,5.18425862587,25.0,25.0,1,45,1.5,0,0,0.0,0,180.0,0.0143,1250.0,2.3219,3,0.3644,1.0,0.0064,0.0,0.82,0.33,4,0,1,0,0
0.22,0.113,0.07,0.8,0.13,11.32,28.93086669559,25.0,25.0,1,70,2.0,0,0,0.0,0,180.0,0.0156,1250.0,2.3219,2,0.2432,0.0,0.0,1.0,0.76,0.6,6,0,1,0,0
0.22,0.113,0.83,0.17,0.0,112.34,6.99889655871,35.0,35.0,1,70,2.5,0,0,0.0,0,180.0,0.0253,2450.0,2.3219,3,0.2894,0.0,0.0054,0.0,0.27,0.81,3,0,1,0,0
0.22,0.113,0.83,0.17,0.0,79.2,6.350733339675,45.0,45.0,1,30,2.5,0,0,0.0,0,270.0,0.0325,4050.0,2.3219,8,0.4186,0.8,0.0103,0.0,0.56,0.65,8,0,1,0,0
0.22,0.113,0.03,0.8,0.17,20.53,29.929866696595003,45.0,45.0,1,45,2.5,0,0,0.0,0,90.0,0.0325,4050.0,2.3219,5,0.4389,0.4,0.0049,0.0,0.63,0.65,8,0,1,0,0
1.1,0.625,0.23,0.7,0.07,13.44,22.985333356305,25.0,25.0,1,15,1.5,0,0,0.0,0,180.0,0.0099,1250.0,2.3219,2,0.5844,0.0,0.0,1.0,0.58,0.49,6,0,1,0,0
2.0,0.267,0.07,0.7,0.23,11.83,29.94583336327,25.0,25.0,1,70,2.5,0,0,0.0,0,180.0,0.0154,1250.0,2.3219,2,0.2092,0.0,0.0,1.0,0.71,0.53,4,0,1,0,0
2.0,0.267,0.23,0.0,0.77,21.24,28.96160002896,45.0,45.0,1,70,2.5,0,0,0.0,0,180.0,0.0392,4050.0,2.3219,9,0.2963,0.6,0.0086,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.67,0.33,0.0,83.56,6.47620000647,45.0,45.0,1,30,2.0,0,0,0.0,0,180.0,0.0291,4050.0,2.3219,4,0.5401,0.8,0.0051,0.0,0.48,0.58,8,0,1,0,0
1.1,0.625,0.21,0.79,0.0,12.12,21.777103470045,25.0,25.0,1,15,1.5,0,0,0.0,0,180.0,0.0093,1250.0,2.3219,2,0.6172,1.0,0.0002,0.0,0.5,0.59,6,0,1,0,0
2.0,0.267,0.07,0.55,0.38,9.69,27.41096554464,25.0,25.0,1,15,2.0,0,0,0.0,0,360.0,0.0104,1250.0,2.3219,2,0.5332,1.0,0.0037,0.0,0.44,0.73,2,0,1,0,0
0.22,0.113,0.17,0.0,0.83,7.7,29.921800029905,25.0,25.0,1,15,2.5,0,0,0.0,0,180.0,0.013,1250.0,2.3219,2,0.392,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0
1.1,0.625,0.07,0.0,0.93,8.33,29.939750029935002,25.0,25.0,1,70,2.5,0,0,0.0,0,360.0,0.0157,1250.0,2.3219,1,0.2244,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0
1.1,0.625,0.07,0.5,0.43,10.18,28.975733362299998,25.0,25.0,1,70,1.5,0,0,0.0,0,180.0,0.0149,1250.0,2.3219,3,0.2936,0.3,0.011,0.0,0.98,0.79,2,0,1,0,0
0.22,0.113,0.2,0.4,0.4,9.87,29.91826669658,35.0,35.0,1,30,2.5,0,0,0.0,0,90.0,0.0232,2450.0,2.3219,4,0.391,0.8,0.0064,0.0,0.57,0.52,3,0,1,0,0
2.0,0.267,0.13,0.17,0.7,7.1,29.96028336328,25.0,25.0,1,15,2.0,0,0,0.0,0,90.0,0.011,1250.0,2.3219,5,0.5112,0.8,0.0067,0.0,0.57,0.17,2,0,1,0,0
0.22,0.113,0.17,0.43,0.4,21.93,29.944000029935,45.0,45.0,1,45,2.5,0,0,0.0,0,270.0,0.0358,4050.0,2.3219,9,0.3853,0.6,0.0085,0.0,0.6,0.49,8,0,1,0,0
0.22,0.113,0.63,0.37,0.0,75.8,2.5488888914250003,25.0,25.0,1,45,2.0,0,0,0.0,0,180.0,0.0155,1250.0,2.3219,5,0.248,0.8,0.0084,0.0,0.66,0.75,4,0,0,1,0
1.1,0.625,0.14,0.86,0.0,191.51,16.0642931195,45.0,45.0,1,70,1.5,0,0,0.0,0,180.0,0.0329,4050.0,2.3219,7,0.4836,0.3,0.0071,0.0,0.71,0.51,12,0,0,1,0
0.22,0.113,0.64,0.36,0.0,32.06,1.5032678586400001,25.0,25.0,1,45,2.0,0,0,0.0,0,180.0,0.0133,1250.0,2.3219,3,0.3576,1.0,0.0106,0.0,0.63,0.61,6,0,0,1,0
0.22,0.113,0.23,0.77,0.0,118.66,4.88541667154,35.0,35.0,1,45,2.0,0,0,0.0,0,249.2308,0.0239,2450.0,2.3219,9,0.398,0.2,0.0093,0.0,0.54,0.56,3,0,0,1,0
2.0,0.267,0.39,0.61,0.0,153.01,8.785428580209999,25.0,25.0,1,15,2.0,0,0,0.0,0,180.0,0.0098,1250.0,2.3219,3,0.572,1.0,0.0037,0.0,0.46,0.56,4,0,0,1,0
2.0,0.267,0.2,0.63,0.17,294.57,22.520250022505,45.0,45.0,1,30,2.5,0,0,0.0,0,225.0,0.0338,4050.0,2.3219,6,0.4257,0.5,0.0138,0.0,0.48,0.51,12,0,0,1,0
2.0,0.267,0.38,0.28,0.34,337.73,16.27627587833,45.0,45.0,1,45,1.5,0,0,0.0,0,360.0,0.0284,4050.0,2.3219,3,0.5674,0.7,0.0101,0.0,0.0,0.0,0,0,0,1,0
0.22,0.113,0.86,0.14,0.0,82.68,3.5080000035,35.0,35.0,1,15,2.5,0,0,0.0,0,180.0,0.017,2450.0,2.3219,2,0.5641,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0
0.22,0.113,0.3,0.7,0.0,223.26,8.690933342014999,35.0,35.0,1,30,2.0,0,0,0.0,0,308.5714,0.0206,2450.0,2.3219,5,0.4755,0.4,0.0088,0.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.13,0.5,0.37,322.67,28.43063336175,35.0,35.0,1,70,2.5,0,0,0.0,0,240.0,0.027,2450.0,2.3219,3,0.2304,0.7,0.0053,0.0,0.69,0.51,3,0,0,1,0
0.22,0.113,0.13,0.87,0.0,346.14,11.1078000111,45.0,45.0,1,15,2.0,0,0,0.0,0,90.0,0.0203,4050.0,2.3219,4,0.6919,1.0,0.0064,0.0,0.0,0.0,0,0,0,1,0
1.1,0.625,0.66,0.34,0.0,27.26,1.5003448290699999,25.0,25.0,1,70,2.5,0,0,0.0,0,180.0,0.0156,1250.0,2.3219,2,0.2056,0.0,0.0,1.0,0.41,0.5,6,0,0,1,0
2.0,0.267,0.37,0.5,0.13,212.23,16.688750016674998,35.0,35.0,1,30,2.5,0,0,0.0,0,360.0,0.0218,2450.0,2.3219,1,0.4241,0.0,0.0,1.0,0.56,0.49,9,0,0,1,0
0.22,0.113,0.3,0.7,0.0,180.52,7.131733340465,35.0,35.0,1,45,1.5,0,0,0.0,0,120.0,0.0205,2450.0,2.3219,5,0.5098,0.6,0.0096,0.0,0.73,0.56,6,0,0,1,0
1.1,0.625,0.37,0.63,0.0,92.82,6.072533339395,35.0,35.0,1,30,2.0,0,0,0.0,0,90.0,0.0229,2450.0,2.3219,4,0.409,0.5,0.0044,0.0,0.32,0.51,6,0,0,1,0
0.22,0.113,0.07,0.93,0.0,439.35,22.491133355815,45.0,45.0,1,15,2.5,0,0,0.0,0,144.0,0.027,4050.0,2.3219,5,0.5699,0.8,0.004,0.0,0.58,0.53,12,0,0,1,0
2.0,0.267,0.31,0.66,0.03,248.99,14.974534497719999,45.0,45.0,1,45,1.5,0,0,0.0,0,187.8261,0.0287,4050.0,2.3219,9,0.5422,0.3,0.017,0.0,0.66,0.44,12,0,0,1,0
0.22,0.113,0.43,0.57,0.0,168.84,6.10080000609,35.0,35.0,1,30,2.0,0,0,0.0,0,180.0,0.0209,2450.0,2.3219,5,0.4737,0.6,0.0055,0.0,0.46,0.56,9,0,0,1,0
1.1,0.625,0.67,0.33,0.0,75.83,3.7363666704000003,35.0,35.0,1,70,2.0,0,0,0.0,0,216.0,0.0252,2450.0,2.3219,5,0.318,0.8,0.0079,0.0,0.44,0.52,6,0,0,1,0
2.0,0.267,0.37,0.57,0.07,198.58,17.324216683979998,25.0,25.0,1,30,2.0,0,0,0.0,0,180.0,0.0141,1250.0,2.3219,4,0.3684,0.5,0.0076,0.0,0.61,0.45,4,0,0,1,0
0.22,0.113,0.1,0.9,0.0,305.13,11.16755001116,45.0,45.0,1,30,2.0,0,0,0.0,0,135.0,0.027,4050.0,2.3219,7,0.5681,0.4,0.0068,0.0,0.35,0.6,4,0,0,1,0
1.1,0.625,0.63,0.33,0.03,31.35,5.098000005095,25.0,25.0,1,15,2.5,0,0,0.0,0,360.0,0.0123,1250.0,2.3219,2,0.3984,1.0,0.006,0.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.38,0.62,0.0,226.75,15.978551740104999,45.0,45.0,1,15,2.5,0,0,0.0,0,180.0,0.0194,4050.0,2.3219,2,0.7036,0.0,0.0,1.0,0.39,0.61,8,0,0,1,0
2.0,0.267,0.17,0.53,0.3,455.76,25.369216692025002,45.0,45.0,1,70,2.5,0,0,0.0,0,120.0,0.0386,4050.0,2.3219,6,0.3232,0.8,0.0077,0.0,0.55,0.38,4,0,0,1,0
0.22,0.113,0.61,0.39,0.0,43.46,2.0018392877,25.0,25.0,1,70,1.5,0,0,0.0,0,180.0,0.0147,1250.0,2.3219,4,0.302,0.5,0.0036,0.0,0.54,0.4,4,0,0,1,0
0.22,0.113,0.41,0.59,0.0,139.34,6.29382759249,35.0,35.0,1,30,2.0,0,0,0.0,0,72.0,0.0208,2450.0,2.3219,6,0.4663,0.3,0.0089,0.0,0.28,0.61,3,0,0,1,0
0.22,0.113,0.97,0.03,0.0,63.21,2.3525344851,35.0,35.0,1,70,2.5,0,0,0.0,0,360.0,0.0272,2450.0,2.3219,3,0.2578,0.3,0.0123,0.0,0.0,0.0,0,0,0,1,0
0.22,0.113,0.62,0.38,0.0,118.73,4.37220690092,35.0,35.0,1,45,2.5,0,0,0.0,0,180.0,0.025,2450.0,2.3219,2,0.321,0.0,0.0,1.0,0.63,0.65,6,0,0,1,0
2.0,0.267,0.27,0.67,0.07,507.31,19.82728335315,45.0,45.0,1,30,2.0,0,0,0.0,0,180.0,0.028,4050.0,2.3219,2,0.5475,0.0,0.0,1.0,0.54,0.4,8,0,0,1,0
2.0,0.267,0.48,0.0,0.52,103.59,18.844344846425,25.0,25.0,1,45,2.0,0,0,0.0,0,180.0,0.0138,1250.0,2.3219,2,0.3144,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0
1.1,0.625,0.86,0.07,0.07,26.3,3.2908275894899996,25.0,25.0,1,30,2.5,0,0,0.0,0,180.0,0.0142,1250.0,2.3219,2,0.2996,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0
0.22,0.113,0.28,0.72,0.0,217.28,8.887103457155,45.0,45.0,1,70,1.5,0,0,0.0,0,240.0,0.0296,4050.0,2.3219,3,0.5368,0.7,0.0033,0.0,0.57,0.52,12,0,0,1,0
2.0,0.267,0.37,0.63,0.0,269.89,14.064866680729999,45.0,45.0,1,15,2.0,0,0,0.0,0,180.0,0.0241,4050.0,2.3219,4,0.6322,0.5,0.0053,0.0,0.47,0.57,4,0,0,1,0
2.0,0.267,0.2,0.77,0.03,451.13,23.948866690604998,45.0,45.0,1,45,2.0,0,0,0.0,0,254.1176,0.0325,4050.0,2.3219,10,0.4705,0.8,0.0109,0.0,0.46,0.37,8,0,0,1,0
2.0,0.267,0.47,0.53,0.0,222.03,11.32240001131,35.0,35.0,1,30,1.5,0,0,0.0,0,180.0,0.0184,2450.0,2.3219,4,0.5541,0.5,0.0076,0.0,0.78,0.4,3,0,0,1,0
0.22,0.113,0.07,0.93,0.0,427.94,18.95363335227,45.0,45.0,1,45,1.5,0,0,0.0,0,300.0,0.0299,4050.0,2.3219,6,0.541,0.3,0.0092,0.0,0.66,0.58,4,0,0,1,0
0.22,0.113,0.27,0.73,0.0,251.98,8.829600008825,35.0,35.0,1,15,2.5,0,0,0.0,0,360.0,0.0166,2450.0,2.3219,1,0.5853,0.0,0.0,1.0,0.6,0.45,9,0,0,1,0
2.0,0.267,0.43,0.57,0.0,185.14,11.953816678605,35.0,35.0,1,30,1.5,0,0,0.0,0,360.0,0.0175,2450.0,2.3219,1,0.5788,0.0,0.0,1.0,0.58,0.37,6,0,0,1,0
2.0,0.267,0.33,0.67,0.0,403.67,18.529533351855,45.0,45.0,1,30,1.5,0,0,0.0,0,120.0,0.0235,4050.0,2.3219,6,0.6474,0.7,0.0042,0.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.14,0.79,0.07,482.38,22.157310366970002,35.0,35.0,1,70,2.0,0,0,0.0,0,120.0,0.0255,2450.0,2.3219,11,0.3076,0.4,0.0076,0.0,0.48,0.47,9,0,0,1,0
0.22,0.113,0.17,0.83,0.0,357.19,14.045724151965,35.0,35.0,1,15,1.5,0,0,0.0,0,180.0,0.0145,2450.0,2.3219,2,0.6729,0.0,0.0,1.0,0.9,0.69,3,0,0,1,0
0.22,0.113,0.39,0.61,0.0,123.78,5.81714286295,35.0,35.0,1,70,2.0,0,0,0.0,0,144.0,0.025,2450.0,2.3219,6,0.3206,0.5,0.0088,0.0,0.42,0.57,6,0,0,1,0
0.22,0.113,0.67,0.33,0.0,102.32,4.50386667116,35.0,35.0,1,70,2.5,0,0,0.0,0,360.0,0.0276,2450.0,2.3219,2,0.2141,1.0,0.0037,0.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.27,0.6,0.13,262.84,22.154933355485,35.0,35.0,1,70,2.5,0,0,0.0,0,240.0,0.0266,2450.0,2.3219,4,0.2443,0.8,0.0074,0.0,0.58,0.56,6,0,0,1,0
2.0,0.267,0.34,0.0,0.66,441.76,23.219620712865,35.0,35.0,1,70,2.5,0,0,0.0,0,360.0,0.0269,2450.0,2.3219,1,0.2408,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0
0.22,0.113,0.21,0.79,0.0,275.91,12.99525863367,45.0,45.0,1,45,2.0,0,0,0.0,0,300.0,0.0319,4050.0,2.3219,8,0.4723,0.8,0.0112,0.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.27,0.63,0.1,411.1,20.016266686675,35.0,35.0,1,70,2.0,0,0,0.0,0,120.0,0.0246,2450.0,2.3219,8,0.3249,0.6,0.008,0.0,0.57,0.53,9,0,0,1,0
1.1,0.625,0.69,0.31,0.0,31.19,2.580137933605,45.0,45.0,1,45,2.0,0,0,0.0,0,205.7143,0.0288,4050.0,2.3219,6,0.5474,0.5,0.0084,0.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.52,0.0,0.48,135.25,17.17006898268,25.0,25.0,1,45,2.0,0,0,0.0,0,180.0,0.0141,1250.0,2.3219,2,0.3124,1.0,0.0006,0.0,0.0,0.0,0,0,0,1,0
1.1,0.625,0.59,0.41,0.0,31.53,1.314068966815,25.0,25.0,1,70,2.0,0,0,0.0,0,144.0,0.015,1250.0,2.3219,4,0.234,1.0,0.0081,0.0,0.54,0.42,6,0,0,1,0
1.1,0.625,0.4,0.6,0.0,91.85,6.63578333996,35.0,35.0,1,15,1.5,0,0,0.0,0,180.0,0.0134,2450.0,2.3219,2,0.7049,0.0,0.0,1.0,0.53,0.72,6,0,0,1,0
2.0,0.267,0.47,0.53,0.0,156.88,11.61198334493,25.0,25.0,1,45,2.0,0,0,0.0,0,90.0,0.0146,1250.0,2.3219,4,0.2768,0.5,0.0053,0.0,0.63,0.78,6,0,0,1,0
2.0,0.267,0.77,0.1,0.13,92.8,7.94888334127,25.0,25.0,1,45,1.5,0,0,0.0,0,90.0,0.013,1250.0,2.3219,5,0.4208,0.8,0.0067,0.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.23,0.77,0.0,288.56,13.87940001387,45.0,45.0,1,15,2.0,0,0,0.0,0,240.0,0.0169,4050.0,2.3219,4,0.7519,0.5,0.0063,0.0,0.56,0.73,12,0,0,1,0
2.0,0.267,0.6,0.3,0.1,76.05,13.73480001373,25.0,25.0,1,45,2.5,0,0,0.0,0,180.0,0.014,1250.0,2.3219,2,0.3292,0.0,0.0,1.0,0.74,0.56,4,0,0,1,0
1.1,0.625,0.34,0.66,0.0,91.71,7.38682759358,45.0,45.0,1,70,2.5,0,0,0.0,0,254.1176,0.0381,4050.0,2.3219,12,0.303,0.5,0.0101,0.0,0.65,0.64,4,0,0,1,0
1.1,0.625,0.86,0.1,0.03,31.19,2.9955689685,35.0,35.0,1,45,2.5,0,0,0.0,0,120.0,0.0244,2450.0,2.3219,5,0.3533,0.8,0.0035,0.0,0.0,0.0,0,0,0,1,0
0.22,0.113,0.34,0.66,0.0,120.97,5.214827591415,35.0,35.0,1,70,1.5,0,0,0.0,0,180.0,0.0233,2450.0,2.3219,8,0.4155,0.8,0.0095,0.0,0.62,0.52,3,0,0,1,0
1.1,0.625,0.62,0.38,0.0,28.78,2.02556896754,25.0,25.0,1,45,1.5,0,0,0.0,0,180.0,0.0141,1250.0,2.3219,4,0.348,0.5,0.0066,0.0,0.62,0.59,4,0,0,1,0
0.22,0.113,0.41,0.59,0.0,108.86,6.29717242008,45.0,45.0,1,70,2.5,0,0,0.0,0,200.0,0.0382,4050.0,2.3219,9,0.3175,0.7,0.0093,0.0,0.0,0.0,0,0,0,1,0
1.1,0.625,0.71,0.29,0.0,26.3,1.21400000121,25.0,25.0,1,15,2.5,0,0,0.0,0,180.0,0.0113,1250.0,2.3219,2,0.4828,0.0,0.0,1.0,0.85,0.66,4,0,0,1,0
2.0,0.267,0.43,0.4,0.17,153.66,16.065866682725,25.0,25.0,1,30,2.0,0,0,0.0,0,90.0,0.0152,1250.0,2.3219,5,0.25,0.6,0.0085,0.0,0.61,0.78,2,0,0,1,0
1.1,0.625,0.5,0.5,0.0,60.02,5.352865389955,25.0,25.0,1,15,2.5,0,0,0.0,0,180.0,0.0116,1250.0,2.3219,2,0.482,1.0,0.0002,0.0,0.22,0.86,2,0,0,1,0
1.1,0.625,0.23,0.77,0.0,153.45,8.80568334213,45.0,45.0,1,30,2.0,0,0,0.0,0,360.0,0.0268,4050.0,2.3219,1,0.581,0.0,0.0,1.0,0.55,0.62,12,0,0,1,0
2.0,0.267,0.33,0.5,0.17,387.14,20.62225002061,45.0,45.0,1,45,2.5,0,0,0.0,0,360.0,0.0351,4050.0,2.3219,2,0.4033,1.0,0.0132,0.0,0.56,0.56,8,0,0,1,0
2.0,0.267,0.5,0.27,0.23,167.19,14.214200014205,25.0,25.0,1,70,1.5,0,0,0.0,0,120.0,0.0156,1250.0,2.3219,8,0.2636,0.2,0.0073,0.0,0.57,0.26,2,0,0,1,0
2.0,0.267,0.37,0.6,0.03,238.55,19.157366685815,45.0,45.0,1,15,2.5,0,0,0.0,0,205.7143,0.0277,4050.0,2.3219,4,0.551,1.0,0.0073,0.0,0.59,0.5,8,0,0,1,0
0.22,0.113,0.61,0.39,0.0,52.62,2.33096428803,25.0,25.0,1,45,2.5,0,0,0.0,0,180.0,0.0156,1250.0,2.3219,3,0.2424,1.0,0.0082,0.0,0.61,0.7,6,0,0,1,0
0.22,0.113,0.79,0.21,0.0,53.87,2.06222413999,35.0,35.0,1,70,2.0,0,0,0.0,0,270.0,0.0245,2450.0,2.3219,9,0.3449,0.6,0.0126,0.0,0.0,0.0,0,0,0,1,0
0.22,0.113,0.24,0.76,0.0,223.28,9.165931043635,35.0,35.0,1,30,2.0,0,0,0.0,0,240.0,0.0204,2450.0,2.3219,5,0.4886,0.2,0.0098,0.0,0.59,0.49,6,0,0,1,0
2.0,0.267,0.41,0.31,0.28,382.48,19.050827605244997,35.0,35.0,1,70,1.5,0,0,0.0,0,154.2857,0.0248,2450.0,2.3219,7,0.3673,0.7,0.0096,0.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.41,0.55,0.03,257.72,13.41137932375,35.0,35.0,1,70,1.5,0,0,0.0,0,180.0,0.0254,2450.0,2.3219,13,0.3649,0.5,0.0165,0.0,0.64,0.78,6,0,0,1,0
0.22,0.113,0.52,0.48,0.0,74.21,4.3633793146999995,25.0,25.0,1,30,2.0,0,0,0.0,0,102.8571,0.0139,1250.0,2.3219,7,0.3372,0.4,0.0072,0.0,0.94,0.7,2,0,0,1,0
2.0,0.267,1.0,0.0,0.0,31.15,1.026384616405,45.0,45.0,1,15,1.5,0,0,0.0,0,180.0,0.0184,4050.0,2.3219,2,0.7427,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.55,0.14,0.31,223.59,17.180827603384998,25.0,25.0,1,70,1.5,0,0,0.0,0,120.0,0.015,1250.0,2.3219,5,0.2952,0.4,0.0061,0.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.8,0.2,0.0,12.42,0.52400000052,25.0,25.0,1,15,1.5,0,0,0.0,0,90.0,0.0111,1250.0,2.3219,4,0.5276,0.5,0.0056,0.0,0.53,0.56,2,0,0,1,0
1.1,0.625,0.17,0.83,0.0,173.25,15.827383349149999,45.0,45.0,1,70,2.5,0,0,0.0,0,180.0,0.0403,4050.0,2.3219,9,0.274,0.4,0.0129,0.0,0.59,0.71,12,0,0,1,0
1.1,0.625,1.0,0.0,0.0,37.91,1.00682758721,25.0,25.0,1,15,2.0,0,0,0.0,0,180.0,0.0104,1250.0,2.3219,3,0.5256,0.7,0.0041,0.0,0.0,0.0,0,0,0,1,0
1.1,0.625,0.3,0.7,0.0,117.74,8.56646667523,35.0,35.0,1,70,1.5,0,0,0.0,0,276.9231,0.0255,2450.0,2.3219,17,0.3631,0.3,0.0117,0.0,0.57,0.51,6,0,0,1,0
2.0,0.267,0.48,0.45,0.07,163.46,11.02268966618,25.0,25.0,1,30,2.0,0,0,0.0,0,180.0,0.0129,1250.0,2.3219,5,0.4076,0.4,0.0105,0.0,0.55,0.56,4,0,0,1,0
1.1,0.625,0.41,0.59,0.0,108.24,8.985810353805,45.0,45.0,1,70,2.5,0,0,0.0,0,320.0,0.0393,4050.0,2.3219,5,0.3053,0.6,0.009,0.0,0.54,0.63,8,0,0,1,0
1.1,0.625,0.82,0.18,0.0,20.35,1.163214286865,25.0,25.0,1,15,2.5,0,0,0.0,0,180.0,0.012,1250.0,2.3219,2,0.4492,0.0,0.0,1.0,0.48,0.45,2,0,0,1,0
1.1,0.625,0.31,0.69,0.0,98.86,5.144275867205,45.0,45.0,1,30,1.5,0,0,0.0,0,221.5385,0.026,4050.0,2.3219,8,0.6053,0.5,0.0081,0.0,0.45,0.67,8,0,0,1,0
2.0,0.267,0.43,0.47,0.1,263.15,18.884066685540002,35.0,35.0,1,45,2.0,0,0,0.0,0,249.2308,0.023,2450.0,2.3219,11,0.3888,0.6,0.0099,0.0,0.81,0.47,6,0,0,1,0
0.22,0.113,0.27,0.73,0.0,291.8,12.150516678805001,45.0,45.0,1,30,1.5,0,0,0.0,0,360.0,0.0219,4050.0,2.3219,2,0.671,1.0,0.0258,0.0,0.49,0.6,12,0,0,1,0
1.1,0.625,0.53,0.47,0.0,80.37,6.460466673115,35.0,35.0,1,45,2.0,0,0,0.0,0,120.0,0.0247,2450.0,2.3219,10,0.3714,0.4,0.0096,0.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.3,0.33,0.37,293.63,25.03566669169,45.0,45.0,1,45,2.0,0,0,0.0,0,135.0,0.0316,4050.0,2.3219,7,0.4705,0.6,0.0057,0.0,0.0,0.0,0,0,0,1,0
0.22,0.113,0.74,0.26,0.0,30.13,1.10583333444,25.0,25.0,1,15,2.0,0,0,0.0,0,360.0,0.0117,1250.0,2.3219,1,0.4748,0.0,0.0,1.0,0.54,0.52,4,0,0,1,0
2.0,0.267,0.33,0.33,0.33,283.95,23.095933356419998,45.0,45.0,1,70,2.0,0,0,0.0,0,308.5714,0.0371,4050.0,2.3219,5,0.3574,0.4,0.0069,0.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.43,0.57,0.0,112.04,10.296133343620001,25.0,25.0,1,30,2.0,0,0,0.0,0,90.0,0.0137,1250.0,2.3219,4,0.3568,1.0,0.0053,0.0,0.4,0.66,6,0,0,1,0
2.0,0.267,0.13,0.2,0.67,514.13,27.69940002769,45.0,45.0,1,70,2.5,0,0,0.0,0,150.0,0.0391,4050.0,2.3219,11,0.29,0.5,0.0099,0.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.62,0.31,0.07,107.86,13.971931048450001,25.0,25.0,1,30,2.5,0,0,0.0,0,180.0,0.0143,1250.0,2.3219,2,0.308,0.0,0.0,1.0,0.47,0.52,4,0,0,1,0
