robot_max_speed,robot_radius,success_rate,collision_rate,timeout_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstalces,crowdnav,dwa,rlca,teb,0
0.22,0.113,0.23,0.77,0,91.05,992000000000,70,70,1,45,4,0,0,0,0,154.2857,0.0237,2450,2.3219,6,0.3698,0.7,0.0126,0,0.58,0.64,9,0,0,1,0,0.367823635
1.1,0.625,0.41,0.59,0,100.25,977000000000,70,70,1,45,3,0,0,0,0,90,0.0228,2450,2.3219,5,0.4371,0.4,0.0078,0,0.68,0.55,9,0,0,1,0,0.403635962
1.1,0.625,1,0,0,37.91,201000000000,50,50,1,15,4,0,0,0,0,180,0.0104,1250,2.3219,3,0.5256,0.7,0.0041,0,0,0,0,0,0,1,0,0.235448432
1.1,0.625,0.37,0.6,0.03,167.47,1696920000000,70,70,1,45,4,0,0,0,0,360,0.0226,2450,2.3219,1,0.4316,0,0,1,0.7,0.45,6,0,0,1,0,0.161090932
0.22,0.113,0.07,0.93,0,427.94,3790000000000,90,90,1,45,3,0,0,0,0,300,0.0299,4050,2.3219,6,0.541,0.3,0.0092,0,0.66,0.58,4,0,0,1,0,0.181664611
0.22,0.113,0.2,0.8,0,324.78,2500000000000,90,90,1,15,4,0,0,0,0,180,0.023,4050,2.3219,4,0.6493,1,0.0115,0,0.59,0.37,4,0,0,1,0,0.186259263
2,0.267,0.37,0.57,0.07,198.58,3460000000000,50,50,1,30,4,0,0,0,0,180,0.0141,1250,2.3219,4,0.3684,0.5,0.0076,0,0.61,0.45,4,0,0,1,0,0.42631667
0.22,0.113,0.34,0.66,0,296.04,2100000000000,90,90,1,30,5,0,0,0,0,180,0.0338,4050,2.3219,6,0.43,0.3,0.0077,0,0.65,0.68,8,0,0,1,0,0.325263404
0.22,0.113,0.21,0.79,0,495.57,3820000000000,90,90,1,45,3,0,0,0,0,360,0.0309,4050,2.3219,6,0.5274,0.5,0.0309,0,0.62,0.62,4,0,0,1,0,0.830861074
0.22,0.113,0.9,0.1,0,26.15,239000000000,50,50,1,70,3,0,0,0,0,180,0.0151,1250,2.3219,3,0.2944,1,0.0105,0,0.39,0.38,2,0,0,1,0,0.974803864
0.22,0.113,0.43,0.57,0,222.98,2490000000000,70,70,0,0,0,1,30,4,0,254.1176,0.0228,2450,2.3219,10,0.4182,0.5,0.0263,0,0.45,0.54,3,0,0,1,0,0.330309139
0.22,0.113,0.07,0.4,0.53,14.31,5780000000000,70,70,1,70,4,0,0,0,0,120,0.0279,2450,2.3219,9,0.2384,0.7,0.0073,0,0.69,0.59,3,0,0,1,0,0.811518396
0.22,0.113,0.03,0.7,0.27,11.05,5830000000000,50,50,1,45,5,0,0,0,0,180,0.0148,1250,2.3219,2,0.296,0,0,1,0.54,0.51,6,0,0,1,0,0.974811983
0.22,0.113,0.3,0.7,0,226.99,1889050000000,90,90,1,30,5,0,0,0,0,240,0.0323,4050,2.3219,3,0.4452,1,0.0059,0,0.51,0.51,12,0,0,1,0,0.131662791
0.22,0.113,0.57,0.43,0,177.53,1520000000000,90,90,1,45,3,0,0,0,0,270,0.0272,4050,2.3219,7,0.5802,0.4,0.0091,0,0,0,0,0,0,1,0,0.350220834
1.1,0.625,0.33,0.67,0,157.64,1420000000000,70,70,1,45,4,0,0,0,0,308.5714,0.0249,2450,2.3219,6,0.3602,0.5,0.0116,0,0.46,0.64,6,0,0,1,0,0.800792638
0.22,0.113,0.2,0.8,0,318.74,2480000000000,90,90,1,45,4,0,0,0,0,300,0.0312,4050,2.3219,6,0.4847,0.7,0.0084,0,0.58,0.69,8,0,0,1,0,0.15855542
0.22,0.113,0.11,0.89,0,347.71,3270000000000,90,90,1,15,5,0,0,0,0,180,0.0237,4050,2.3219,2,0.6341,0,0,1,0.48,0.64,12,0,0,1,0,0.774723437
2,0.267,0.27,0.7,0.03,214.69,4090000000000,90,90,1,30,4,0,0,0,0,360,0.0261,4050,2.3219,2,0.5863,1,0.0064,0,0.58,0.66,8,0,0,1,0,0.5360375
0.22,0.113,0.4,0.6,0,219.6,1879130000000,70,70,1,15,5,0,0,0,0,180,0.0195,2450,2.3219,4,0.512,1,0.0097,0,0,0,0,0,0,1,0,0.92988029
0.22,0.113,0.41,0.59,0,252.55,1901430000000,90,90,1,45,5,0,0,0,0,341.0526,0.0365,4050,2.3219,7,0.3585,0.6,0.0195,0,0.4,0.46,12,0,0,1,0,0.097654232
0.22,0.113,0.1,0.9,0,483.93,3510000000000,90,90,1,15,5,0,0,0,0,240,0.026,4050,2.3219,4,0.5965,1,0.0118,0,0.71,0.63,8,0,0,1,0,0.365176588
2,0.267,0.47,0.4,0.13,112.61,3490000000000,50,50,1,70,5,0,0,0,0,180,0.0154,1250,2.3219,2,0.2036,0,0,1,0.49,0.32,6,0,0,1,0,0.192824574
1.1,0.625,0.93,0.07,0,29.79,477133000000,50,70,0,0,0,1,0,2,0,180,0.0219,1750,2.3219,2,0.0674,1,0.0004,0,0.28,0.44,2,0,0,1,0,0.542455865
0.22,0.113,0,0.47,0.53,14.03,5982940000000,70,70,1,70,4,0,0,0,0,108,0.0255,2450,2.3219,10,0.3173,0.8,0.0081,0,0.43,0.75,3,0,0,1,0,0.292982193
1.1,0.625,0.34,0.66,0,91.71,1480000000000,90,90,1,70,5,0,0,0,0,254.1176,0.0381,4050,2.3219,12,0.303,0.5,0.0101,0,0.65,0.64,4,0,0,1,0,0.583351964
0.22,0.113,0.9,0.1,0,75.1,633917000000,50,50,1,45,4,0,0,0,0,180,0.0155,1250,2.3219,5,0.2488,0.4,0.0095,0,0,0,0,0,0,1,0,0.372248726
1.1,0.625,0.4,0.6,0,211.93,2420000000000,90,90,1,45,5,0,0,0,0,180,0.0328,4050,2.3219,2,0.4477,0,0,1,0.46,0.39,4,0,0,1,0,0.579476798
0.22,0.113,0.64,0.36,0,29.08,336211000000,50,50,1,70,5,0,0,0,0,180,0.015,1250,2.3219,2,0.2472,0,0,1,0.39,0.71,4,0,0,1,0,0.779303117
1.1,0.625,0.63,0.33,0.03,31.35,1020000000000,50,50,1,15,5,0,0,0,0,360,0.0123,1250,2.3219,2,0.3984,1,0.006,0,0,0,0,0,0,1,0,0.141052832
0.22,0.113,0.23,0.77,0,181.44,1700000000000,90,90,1,45,3,0,0,0,0,227.3684,0.0287,4050,2.3219,11,0.5577,0.5,0.0105,0,0.41,0.52,4,0,0,1,0,0.251364727
0.22,0.113,0.27,0.73,0,249.47,2380000000000,90,90,1,15,4,0,0,0,0,360,0.0223,4050,2.3219,1,0.6617,0,0,1,0.56,0.55,8,0,0,1,0,0.592716638
0.22,0.113,0.1,0.87,0.03,317.65,2640000000000,90,90,1,15,4,0,0,0,0,180,0.0188,4050,2.3219,2,0.7293,0,0,1,0,0,0,0,0,1,0,0.83381017
0.22,0.113,0.07,0.93,0,289.59,1972410000000,90,90,1,30,3,0,0,0,0,240,0.0243,4050,2.3219,3,0.6423,1,0.009,0,0,0,0,0,0,1,0,0.574766369
0.22,0.113,0.67,0.33,0,70.7,791277000000,50,70,1,30,4,0,0,0,0,180,0.0151,1750,2.3219,3,0.4843,1,0.0045,0,0.49,0.58,6,0,0,1,0,0.738033546
0.22,0.113,0.91,0.09,0,5.61,28509090936,50,50,0,0,0,1,30,4,0,294.5455,0.0093,1250,2.3219,6,0.6308,0.5,0.0129,0,0.63,0.23,2,0,0,1,0,0.418066705
1.1,0.625,0.52,0.48,0,72.48,1150000000000,70,70,1,30,5,0,0,0,0,180,0.0218,2450,2.3219,2,0.4443,0,0,1,0,0,0,0,0,1,0,0.958375701
0.22,0.113,0.4,0.6,0,125.65,1460000000000,70,70,1,15,5,0,0,0,0,360,0.0169,2450,2.3219,1,0.5782,0,0,1,0.49,0.48,6,0,0,1,0,0.403655654
0.22,0.113,0.9,0.1,0,29.36,397000000000,70,70,0,0,0,1,0,2,0,180,0.0295,2450,2.3219,2,0.0563,0,0,1,0.44,0.51,9,0,0,1,0,0.289722389
0.22,0.113,0.27,0.73,0,238.8,3105230000000,90,90,1,30,5,0,0,0,0,360,0.0314,4050,2.3219,2,0.4767,1,0.0175,0,0.56,0.46,8,0,0,1,0,0.568165608
2,0.267,0.43,0.57,0,185.14,2390000000000,70,70,1,30,3,0,0,0,0,360,0.0175,2450,2.3219,1,0.5788,0,0,1,0.58,0.37,6,0,0,1,0,0.678511962
2,0.267,0.13,0.2,0.67,514.13,5540000000000,90,90,1,70,5,0,0,0,0,150,0.0391,4050,2.3219,11,0.29,0.5,0.0099,0,0,0,0,0,0,1,0,0.005551252
0.22,0.113,0.5,0.5,0,40.61,380525000000,50,50,1,45,3,0,0,0,0,180,0.0144,1250,2.3219,5,0.3112,0.6,0.0092,0,0.62,0.67,4,0,0,1,0,0.957080927
0.22,0.113,0.6,0.4,0,118.91,952000000000,90,90,1,15,3,0,0,0,0,180,0.0168,4050,2.3219,2,0.7678,0,0,1,0,0,0,0,0,1,0,0.010549828
0.22,0.113,0.41,0.59,0,60.03,715000000000,50,50,0,0,0,1,10,2,0,190.5882,0.0161,1250,2.3219,13,0.176,0.5,0.0121,0,0.66,0.5,6,0,0,1,0,0.998224902
2,0.267,0.38,0.62,0,226.75,3200000000000,90,90,1,15,5,0,0,0,0,180,0.0194,4050,2.3219,2,0.7036,0,0,1,0.39,0.61,8,0,0,1,0,0.65328936
0.22,0.113,0.43,0.57,0,88.34,773133000000,50,50,1,30,4,0,0,0,0,180,0.0138,1250,2.3219,3,0.3592,1,0.0052,0,0.64,0.51,6,0,0,1,0,0.251885429
0.22,0.113,0.5,0.5,0,76.9,525000000000,50,50,1,30,4,0,0,0,0,360,0.0133,1250,2.3219,1,0.3804,0,0,1,0.4,0.7,6,0,0,1,0,0.805620442
0.22,0.113,0.31,0.69,0,161.01,1300000000000,70,70,0,0,0,1,10,6,0,303.1579,0.024,2450,2.3219,7,0.3276,0.6,0.0133,0,0.51,0.44,9,0,0,1,0,0.335333313
0.22,0.113,0.1,0.9,0,330.9,3030000000000,90,90,1,30,4,0,0,0,0,135,0.0304,4050,2.3219,8,0.5147,0.6,0.0087,0,0.61,0.66,8,0,0,1,0,0.406246192
0.22,0.113,0.79,0.21,0,27.79,335000000000,50,50,1,15,5,0,0,0,0,180,0.011,1250,2.3219,2,0.4832,0,0,1,0.46,0.58,2,0,0,1,0,0.956287955
1.1,0.625,0.13,0.77,0.1,12.31,5350000000000,50,50,1,45,3,0,0,0,0,180,0.0138,1250,2.3219,6,0.3712,0.7,0.0059,0,0.42,0.43,6,0,0,1,0,0.833057706
1.1,0.625,0.48,0.52,0,93.76,2099850000000,70,70,1,15,5,0,0,0,0,360,0.0189,2450,2.3219,1,0.539,0,0,1,0.76,0.68,3,0,0,1,0,0.223445729
0.22,0.113,0.18,0.82,0,413.63,3030000000000,90,90,1,30,5,0,0,0,0,180,0.0304,4050,2.3219,7,0.5001,0.3,0.0088,0,0.64,0.86,12,0,0,1,0,0.297885533
1.1,0.625,0.1,0.33,0.57,10.65,5380000000000,70,70,1,30,5,0,0,0,0,360,0.0205,2450,2.3219,1,0.4769,0,0,1,0.44,0.41,3,0,0,1,0,0.342395172
0.22,0.113,0.23,0.77,0,228.74,1934680000000,90,90,1,70,5,0,0,0,0,270,0.0403,4050,2.3219,6,0.2737,0.5,0.0093,0,0.62,0.81,8,0,0,1,0,0.330305487
0.22,0.113,0.27,0.73,0,385.08,3220000000000,90,90,1,30,3,0,0,0,0,180,0.0256,4050,2.3219,4,0.6162,0.5,0.0059,0,0,0,0,0,0,1,0,0.575877119
0.22,0.113,0.79,0.21,0,53.72,351590000000,50,50,1,15,4,0,0,0,0,180,0.01,1250,2.3219,2,0.5424,1,0.0002,0,0.58,0.55,4,0,0,1,0,0.918377196
0.22,0.113,0.17,0.83,0,378.63,3160930000000,90,90,1,30,3,0,0,0,0,180,0.0237,4050,2.3219,3,0.6543,1,0.0051,0,0.58,0.59,12,0,0,1,0,0.490655677
2,0.267,0.33,0.53,0.13,176.62,3495900000000,70,70,1,70,3,0,0,0,0,227.3684,0.0261,2450,2.3219,17,0.3486,0.6,0.0092,0,0.31,0.54,3,0,0,1,0,0.403036412
0.22,0.113,0.8,0.2,0,30.25,304000000000,50,50,0,0,0,1,0,6,0,180,0.0163,1250,2.3219,2,0.0784,1,0.0004,0,0.54,0.63,6,0,0,1,0,0.186391496
0.22,0.113,0.34,0.66,0,128.53,1516960000000,50,50,1,30,3,0,0,0,0,120,0.0124,1250,2.3219,3,0.4516,1,0.0063,0,0.52,0.88,2,0,0,1,0,0.406823839
0.22,0.113,0.75,0.25,0,50.18,302000000000,50,50,1,15,5,0,0,0,0,180,0.0095,1250,2.3219,2,0.5808,1,0.0008,0,0.51,0.5,6,0,0,1,0,0.192816943
2,0.267,0,0.77,0.23,25.24,6010000000000,90,90,1,30,4,0,0,0,0,180,0.0269,4050,2.3219,2,0.5774,0,0,1,0.47,0.56,12,0,0,1,0,0.348726717
0.22,0.113,0.86,0.14,0,63.78,532000000000,70,70,1,70,5,0,0,0,0,120,0.0275,2450,2.3219,4,0.2284,0.5,0.005,0,0,0,0,0,0,1,0,0.532827133
0.22,0.113,0.76,0.24,0,53.41,633000000000,50,50,1,30,3,0,0,0,0,360,0.0119,1250,2.3219,1,0.4868,0,0,1,0,0,0,0,0,1,0,0.331892148
0.22,0.113,0.43,0.57,0,41.32,397000000000,70,70,1,15,3,0,0,0,0,360,0.0137,2450,2.3219,1,0.6859,0,0,1,0.47,0.48,9,0,0,1,0,0.85237021
0.22,0.113,0.1,0.9,0,493.23,3820000000000,90,90,1,15,3,0,0,0,0,180,0.0176,4050,2.3219,2,0.7521,1,0.0091,0,0.5,0.59,12,0,0,1,0,0.896095059
0.22,0.113,0.81,0.19,0,39.16,323658000000,50,50,1,45,3,0,0,0,0,144,0.0135,1250,2.3219,5,0.3952,0.6,0.0075,0,0,0,0,0,0,1,0,0.973388544
0.22,0.113,0.27,0.7,0.03,174.74,1700000000000,70,70,1,70,4,0,0,0,0,72,0.0257,2450,2.3219,12,0.2886,0.5,0.0104,0,0,0,0,0,0,1,0,0.225709771
2,0.267,0.27,0.67,0.07,10.35,4500000000000,50,50,1,15,3,0,0,0,0,180,0.0088,1250,2.3219,3,0.6416,1,0.0089,0,0.47,0.59,6,0,0,1,0,0.412561035
0.22,0.113,0.34,0.66,0,215.4,2217820000000,90,90,1,30,4,0,0,0,0,180,0.0254,4050,2.3219,3,0.5973,1,0.0021,0,0.57,0.63,4,0,0,1,0,0.744296754
0.22,0.113,0.48,0.52,0,129.73,1650000000000,50,50,1,45,3,0,0,0,0,180,0.0135,1250,2.3219,3,0.3896,1,0.0075,0,0,0,0,0,0,1,0,0.164175151
0.22,0.113,0.37,0.6,0.03,460.25,3940000000000,90,90,1,30,5,0,0,0,0,180,0.0293,4050,2.3219,2,0.5121,0,0,1,0,0,0,0,0,1,0,0.321410736
0.22,0.113,0.4,0.6,0,219.6,1880000000000,70,70,1,15,5,0,0,0,0,180,0.0195,2450,2.3219,4,0.512,1,0.0097,0,0,0,0,0,0,1,0,0.367817885
2,0.267,0.27,0.67,0.07,507.31,3970000000000,90,90,1,30,4,0,0,0,0,180,0.028,4050,2.3219,2,0.5475,0,0,1,0.54,0.4,8,0,0,1,0,0.042832442
0.22,0.113,0.24,0.76,0,225.16,2050000000000,70,70,1,30,3,0,0,0,0,120,0.0188,2450,2.3219,3,0.5741,1,0.0039,0,0.67,0.45,6,0,0,1,0,0.809853531
2,0.267,0.37,0.63,0,269.89,2810000000000,90,90,1,15,4,0,0,0,0,180,0.0241,4050,2.3219,4,0.6322,0.5,0.0053,0,0.47,0.57,4,0,0,1,0,0.873634852
1.1,0.625,1,0,0,4.52,100800000000,50,50,1,15,3,0,0,0,0,180,0.0096,1250,2.3219,2,0.5928,0,0,1,0,0,0,0,0,1,0,0.351039796
0.22,0.113,0.37,0.6,0.03,460.25,3935930000000,90,90,1,30,5,0,0,0,0,180,0.0293,4050,2.3219,2,0.5121,0,0,1,0,0,0,0,0,1,0,0.960025905
0.22,0.113,0.52,0.48,0,74.21,873000000000,50,50,1,30,4,0,0,0,0,102.8571,0.0139,1250,2.3219,7,0.3372,0.4,0.0072,0,0.94,0.7,2,0,0,1,0,0.391970352
1.1,0.625,0.63,0.37,0,53.76,651853000000,70,70,1,45,4,0,0,0,0,180,0.0217,2450,2.3219,4,0.4439,0.8,0.0066,0,0.51,0.39,6,0,0,1,0,0.85514587
0.22,0.113,0.13,0.87,0,346.14,2220000000000,90,90,1,15,4,0,0,0,0,90,0.0203,4050,2.3219,4,0.6919,1,0.0064,0,0,0,0,0,0,1,0,0.788787971
0.22,0.113,0.43,0.57,0,88.34,773000000000,50,50,1,30,4,0,0,0,0,180,0.0138,1250,2.3219,3,0.3592,1,0.0052,0,0.64,0.51,6,0,0,1,0,0.475833637
0.22,0.113,0.34,0.66,0,197.96,1889570000000,70,70,1,70,3,0,0,0,0,60,0.0238,2450,2.3219,8,0.3867,0.8,0.0079,0,0.57,0.5,9,0,0,1,0,0.054413456
0.22,0.113,0.57,0.43,0,36.88,728000000000,50,50,1,70,3,0,0,0,0,144,0.0148,1250,2.3219,6,0.2852,0.5,0.0072,0,0.62,0.4,6,0,0,1,0,0.926757115
0.22,0.113,0.7,0.3,0,95.44,825000000000,70,70,1,70,4,0,0,0,0,327.2727,0.0258,2450,2.3219,5,0.3235,0.8,0.0179,0,0.49,0.57,3,0,0,1,0,0.208865168
0.22,0.113,0.1,0.9,0,298.38,2370000000000,90,90,1,45,3,0,0,0,0,249.2308,0.0307,4050,2.3219,11,0.5235,0.6,0.0123,0,0.52,0.49,8,0,0,1,0,0.347343755
2,0.267,0.39,0.57,0.04,272.85,3290000000000,70,70,1,15,4,0,0,0,0,180,0.0162,2450,2.3219,3,0.6135,1,0.0046,0,0.58,0.67,6,0,0,1,0,0.07975108
2,0.267,0.87,0.07,0.07,123.9,1330000000000,50,50,1,30,3,0,0,0,0,360,0.0115,1250,2.3219,2,0.4936,1,0.0076,0,0,0,0,0,0,1,0,0.544736761
0.22,0.113,0.6,0.4,0,74.12,721293000000,90,90,1,70,5,0,0,0,0,360,0.0406,4050,2.3219,3,0.2712,0.7,0.0083,0,0.55,0.71,8,0,0,1,0,0.014862079
0.22,0.113,0.73,0.27,0,50.1,580000000000,50,50,1,70,3,0,0,0,0,180,0.015,1250,2.3219,5,0.2864,0.6,0.0078,0,0,0,0,0,0,1,0,0.937336104
0.22,0.113,0.07,0.93,0,464.17,3800000000000,50,50,1,15,3,0,0,0,0,90,0.0114,1250,2.3219,4,0.5188,0.5,0.0073,0,0.52,0.65,6,0,0,1,0,0.412542163
0.22,0.113,0.34,0.66,0,205.41,1550000000000,70,70,1,30,3,0,0,0,0,90,0.0181,2450,2.3219,5,0.5733,0.6,0.0045,0,0.44,0.54,3,0,0,1,0,0.432821438
0.22,0.113,0.5,0.5,0,171.32,1270000000000,50,50,1,30,3,0,0,0,0,160,0.013,1250,2.3219,8,0.4232,0.5,0.0097,0,0,0,0,0,0,1,0,0.447141788
1.1,0.625,0.5,0.5,0,60.02,1070000000000,50,50,1,15,5,0,0,0,0,180,0.0116,1250,2.3219,2,0.482,1,0.0002,0,0.22,0.86,2,0,0,1,0,0.712056406
0.22,0.113,0.39,0.61,0,123.78,1160000000000,70,70,1,70,4,0,0,0,0,144,0.025,2450,2.3219,6,0.3206,0.5,0.0088,0,0.42,0.57,6,0,0,1,0,0.097818028
0.22,0.113,0.59,0.41,0,90.34,871000000000,70,70,1,45,4,0,0,0,0,360,0.0233,2450,2.3219,2,0.3929,1,0.0098,0,0.52,0.67,6,0,0,1,0,0.680336692
2,0.267,0.66,0.34,0,92.03,1600000000000,50,50,1,45,3,0,0,0,0,102.8571,0.0146,1250,2.3219,8,0.3252,0.5,0.0109,0,0.59,0.77,2,0,0,1,0,0.583123562
0.22,0.113,0.34,0.66,0,215.4,2220000000000,90,90,1,30,4,0,0,0,0,180,0.0254,4050,2.3219,3,0.5973,1,0.0021,0,0.57,0.63,4,0,0,1,0,0.819983868
0.22,0.113,0.27,0.73,0,223.47,1770000000000,90,90,1,30,4,0,0,0,0,240,0.0285,4050,2.3219,3,0.5573,0.7,0.0047,0,0.55,0.84,4,0,0,1,0,0.635529243
0.22,0.113,0.14,0.86,0,297.43,2382720000000,70,70,1,30,4,0,0,0,0,360,0.0199,2450,2.3219,3,0.49,0.7,0.0109,0,0.54,0.58,9,0,0,1,0,0.950473497
2,0.267,0.2,0.7,0.1,432.89,4660000000000,70,70,1,70,5,0,0,0,0,180,0.028,2450,2.3219,4,0.2012,0.5,0.008,0,0.54,0.45,9,0,0,1,0,0.095722074
0.22,0.113,0.34,0.66,0,120.97,1040000000000,70,70,1,70,3,0,0,0,0,180,0.0233,2450,2.3219,8,0.4155,0.8,0.0095,0,0.62,0.52,3,0,0,1,0,0.582049285
0.22,0.113,0.38,0.62,0,135.05,1220000000000,70,70,1,45,3,0,0,0,0,360,0.0215,2450,2.3219,2,0.4937,1,0.01,0,0.45,0.6,6,0,0,1,0,0.236340434
0.22,0.113,0.27,0.73,0,340.28,3260000000000,70,70,1,15,4,0,0,0,0,180,0.0202,2450,2.3219,3,0.5049,1,0.009,0,0,0,0,0,0,1,0,0.892523473
1.1,0.625,0.3,0.7,0,85.66,1513920000000,70,90,0,0,0,1,30,6,0,308.5714,0.0207,3150,2.3219,6,0.614,0.7,0.0113,0,0.42,0.43,9,0,0,1,0,0.287826581
0.22,0.113,0.43,0.57,0,138.65,1483040000000,70,70,1,45,4,0,0,0,0,308.5714,0.0213,2450,2.3219,6,0.4414,0.8,0.009,0,0,0,0,0,0,1,0,0.180967785
0.22,0.113,0.27,0.73,0,274.44,2350000000000,50,50,1,45,3,0,0,0,0,90,0.0135,1250,2.3219,5,0.3988,0.6,0.0053,0,0.91,0.48,4,0,0,1,0,0.009703085
0.22,0.113,0.21,0.79,0,246.71,2173770000000,90,90,1,15,3,0,0,0,0,360,0.0171,4050,2.3219,1,0.7657,0,0,1,0.62,0.5,12,0,0,1,0,0.698016075
0.22,0.113,0.6,0.4,0,87.15,718000000000,90,90,0,0,0,1,20,2,0,277.5904,0.0455,4050,2.3219,30,0.1049,0.5,0.0145,0,0.7,0.56,8,0,0,1,0,0.606911597
2,0.267,0.17,0.7,0.13,577.88,4970000000000,90,90,1,70,5,0,0,0,0,180,0.0369,4050,2.3219,10,0.3238,0.7,0.0537,0.0003,0.5,0.49,12,0,0,1,0,0.391687893
1.1,0.625,0.52,0.48,0,45.35,674837000000,50,90,1,15,3,0,0,0,0,180,0.014,2250,2.3219,2,0.6656,0,0,1,0.51,0.54,9,0,0,1,0,0.574600516
0.22,0.113,0.25,0.75,0,412.76,2721360000000,90,90,1,30,4,0,0,0,0,180,0.0209,4050,2.3219,2,0.6828,0,0,1,0,0,0,0,0,1,0,0.46217613
0.22,0.113,0.83,0.17,0,23.53,232000000000,50,50,1,70,5,0,0,0,0,180,0.0154,1250,2.3219,2,0.2304,0,0,1,0.6,0.6,6,0,0,1,0,0.523352618
0.22,0.113,0.4,0.6,0,198.14,1773440000000,70,70,1,30,4,0,0,0,0,144,0.0229,2450,2.3219,5,0.4196,0.2,0.0069,0,0,0,0,0,0,1,0,0.46218391
0.22,0.113,0.17,0.83,0,248.71,2510000000000,90,90,1,15,4,0,0,0,0,360,0.0232,4050,2.3219,1,0.6483,0,0,1,0.73,0.55,8,0,0,1,0,0.5974585
1.1,0.625,0.03,0.97,0,230.91,3900000000000,90,90,1,30,4,0,0,0,0,180,0.0285,4050,2.3219,4,0.5435,0.5,0.0047,0,0.47,0.68,4,0,0,1,0,0.698704677
0.22,0.113,0.2,0.8,0,275.19,2080000000000,90,90,1,30,5,0,0,0,0,180,0.0335,4050,2.3219,4,0.4298,0.5,0.0057,0,0.76,0.56,8,0,0,1,0,0.512646605
2,0.267,0.5,0.27,0.23,167.19,2840000000000,50,50,1,70,3,0,0,0,0,120,0.0156,1250,2.3219,8,0.2636,0.2,0.0073,0,0.57,0.26,2,0,0,1,0,0.025702352
0.22,0.113,0.63,0.37,0,50.75,522000000000,70,70,1,70,4,0,0,0,0,294.5455,0.0267,2450,2.3219,6,0.2676,0.5,0.0104,0,0.67,0.54,3,0,0,1,0,0.2601484
2,0.267,0.81,0.19,0,23.16,401000000000,50,50,1,15,3,0,0,0,0,360,0.0095,1250,2.3219,1,0.6088,0,0,1,0.54,0.44,2,0,0,1,0,0.768221506
0.22,0.113,0.27,0.73,0,212.91,2600000000000,70,70,1,70,4,0,0,0,0,288,0.0252,2450,2.3219,5,0.3153,0.4,0.0116,0,0.64,0.64,9,0,0,1,0,0.795475379
2,0.267,0.48,0,0.52,103.59,3770000000000,50,50,1,45,4,0,0,0,0,180,0.0138,1250,2.3219,2,0.3144,0,0,1,0,0,0,0,0,1,0,0.657300893
0.22,0.113,0.17,0.83,0,378.63,3160000000000,90,90,1,30,3,0,0,0,0,180,0.0237,4050,2.3219,3,0.6543,1,0.0051,0,0.58,0.59,12,0,0,1,0,0.624548013
0.22,0.113,0.21,0.79,0,241.98,2110000000000,90,90,1,30,3,0,0,0,0,360,0.0248,4050,2.3219,2,0.6253,1,0.0079,0,0.6,0.55,12,0,0,1,0,0.656855199
0.22,0.113,0.76,0.24,0,51.03,368000000000,50,50,1,70,4,0,0,0,0,180,0.0151,1250,2.3219,2,0.2572,0,0,1,0.22,0.79,4,0,0,1,0,0.426089878
2,0.267,0.6,0.4,0,262.47,2020000000000,70,70,1,15,5,0,0,0,0,205.7143,0.0209,2450,2.3219,6,0.4751,0.7,0.0089,0,0.61,0.55,9,0,0,1,0,0.768361693
2,0.267,0.52,0.48,0,93.83,1080000000000,70,70,1,30,3,0,0,0,0,360,0.0183,2450,2.3219,1,0.5731,0,0,1,0.56,0.61,6,0,0,1,0,0.311426572
2,0.267,0.33,0.67,0,403.67,3710000000000,90,90,1,30,3,0,0,0,0,120,0.0235,4050,2.3219,6,0.6474,0.7,0.0042,0,0,0,0,0,0,1,0,0.455048638
0.22,0.113,0.24,0.76,0,255.23,2660000000000,90,90,1,30,4,0,0,0,0,180,0.0242,4050,2.3219,2,0.6133,0,0,1,0.52,0.5,4,0,0,1,0,0.169615788
1.1,0.625,0.17,0.83,0,218.2,2356130000000,70,70,1,15,4,0,0,0,0,180,0.0178,2450,2.3219,2,0.5696,1,0.0001,0,0.5,0.6,6,0,0,1,0,0.052783076
0.22,0.113,0.48,0.52,0,152.84,1340000000000,70,70,1,45,4,0,0,0,0,120,0.0221,2450,2.3219,7,0.4241,0.3,0.0089,0,0,0,0,0,0,1,0,0.712519485
0.22,0.113,0.31,0.69,0,232.87,1880000000000,70,70,1,45,3,0,0,0,0,240,0.0219,2450,2.3219,7,0.4714,0.7,0.0095,0,0.66,0.61,6,0,0,1,0,0.991385161
1.1,0.625,0.13,0.87,0,134.9,1650000000000,90,90,1,45,4,0,0,0,0,180,0.0344,4050,2.3219,8,0.4349,0.5,0.0082,0,0.62,0.4,8,0,0,1,0,0.712055881
0.22,0.113,0.2,0.8,0,179.33,1680000000000,90,90,1,70,4,0,0,0,0,332.3077,0.0366,4050,2.3219,5,0.3825,0.4,0.0098,0,0.51,0.49,12,0,0,1,0,0.574742219
0.22,0.113,0.36,0.64,0,68.67,933000000000,50,50,1,45,3,0,0,0,0,144,0.014,1250,2.3219,11,0.3676,0.7,0.0101,0,0.69,0.45,6,0,0,1,0,0.696201678
