robot_max_speed,robot_radius,success_rate,collision_rate,timeout_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstalces,crowdnav,dwa,rlca,teb,0
0.22,0.113,0.93,0.07,0,19.6,188452000000,50,50,1,15,5,0,0,0,0,90,0.0108,1250,2.3219,4,0.5092,0.5,0.0054,0,0,0,0,0,0,1,0,0.129250168
0.22,0.113,0.68,0.32,0,31.03,240000000000,50,50,1,15,4,0,0,0,0,180,0.0104,1250,2.3219,2,0.5184,0,0,1,0.78,0.65,2,0,0,1,0,0.061878158
0.22,0.113,0.1,0.87,0.03,490.38,4340000000000,70,70,1,45,3,0,0,0,0,120,0.021,2450,2.3219,3,0.4718,0,0.006,0,0.35,0.76,3,0,0,1,0,0.857806981
0.22,0.113,0.93,0.07,0,47.73,654000000000,90,90,0,0,0,1,0,2,0,180,0.0454,4050,2.3219,2,0.044,0,0,1,0.58,0.65,4,0,0,1,0,0.790415488
0.22,0.113,0.64,0.36,0,51.76,479532000000,50,50,1,45,3,0,0,0,0,60,0.0127,1250,2.3219,6,0.404,0.7,0.0091,0,0.68,0.26,2,0,0,1,0,0.163851306
0.22,0.113,1,0,0,46.71,678000000000,90,90,0,0,0,1,0,2,0,180,0.0454,4050,2.3219,2,0.044,0,0,1,0,0,0,0,0,1,0,0.468542188
0.22,0.113,0.93,0.07,0,30.49,244000000000,50,50,1,15,5,0,0,0,0,180,0.011,1250,2.3219,2,0.5032,0,0,1,0,0,0,0,0,1,0,0.057439617
0.22,0.113,0.27,0.73,0,291.8,2430000000000,90,90,1,30,3,0,0,0,0,360,0.0219,4050,2.3219,2,0.671,1,0.0258,0,0.49,0.6,12,0,0,1,0,0.311428894
0.22,0.113,0.07,0.93,0,464.17,3803430000000,50,50,1,15,3,0,0,0,0,90,0.0114,1250,2.3219,4,0.5188,0.5,0.0073,0,0.52,0.65,6,0,0,1,0,0.208888303
1.1,0.625,0.14,0.86,0,191.51,3210000000000,90,90,1,70,3,0,0,0,0,180,0.0329,4050,2.3219,7,0.4836,0.3,0.0071,0,0.71,0.51,12,0,0,1,0,0.710681159
0.22,0.113,0.45,0.55,0,205.81,1830000000000,90,90,1,70,4,0,0,0,0,240,0.0344,4050,2.3219,4,0.414,0.2,0.0088,0,0.52,0.56,4,0,0,1,0,0.519071311
0.22,0.113,0.48,0.52,0,87.74,875652000000,90,90,1,70,5,0,0,0,0,225,0.0393,4050,2.3219,10,0.3051,0.5,0.0108,0,0.48,0.63,8,0,0,1,0,0.231838686
0.22,0.113,0.97,0.03,0,63.21,471000000000,70,70,1,70,5,0,0,0,0,360,0.0272,2450,2.3219,3,0.2578,0.3,0.0123,0,0,0,0,0,0,1,0,0.88011256
0.22,0.113,0.93,0.07,0,26.6,303000000000,50,50,0,0,0,1,10,4,0,270,0.0139,1250,2.3219,6,0.3196,0.5,0.0146,0,0.63,0.39,2,0,0,1,0,0.24523308
0.22,0.113,0.72,0.28,0,59.79,515355000000,70,70,1,70,5,0,0,0,0,360,0.0271,2450,2.3219,1,0.25,0,0,1,0.57,0.54,9,0,0,1,0,0.595669135
2,0.267,0.28,0.66,0.07,234.52,3750000000000,70,70,1,70,3,0,0,0,0,108,0.0248,2450,2.3219,10,0.3708,0.5,0.0102,0,0.47,0.37,3,0,0,1,0,0.625831786
0.22,0.113,0.96,0.04,0,11.93,129000000000,70,70,1,15,3,0,0,0,0,180,0.0143,2450,2.3219,4,0.6857,1,0.0092,0,0,0,0,0,0,1,0,0.488179624
0.22,0.113,0.17,0,0.83,13.29,5390000000000,70,70,1,70,3,0,0,0,0,135,0.024,2450,2.3219,8,0.4018,0.2,0.0086,0,0,0,0,0,0,1,0,0.295730553
1.1,0.625,1,0,0,4.23,120400000000,70,70,1,15,4,0,0,0,0,180,0.0142,2450,2.3219,3,0.6529,0.7,0.0047,0,0,0,0,0,0,1,0,0.533587955
0.22,0.113,0.3,0.7,0,226.99,1890000000000,90,90,1,30,5,0,0,0,0,240,0.0323,4050,2.3219,3,0.4452,1,0.0059,0,0.51,0.51,12,0,0,1,0,0.271070742
0.22,0.113,0.55,0.45,0,63.63,492000000000,50,50,1,30,4,0,0,0,0,90,0.0119,1250,2.3219,4,0.4624,0.5,0.0052,0,0.52,0.55,6,0,0,1,0,0.925811138
0.22,0.113,0.33,0.67,0,165.99,1320000000000,70,70,1,15,5,0,0,0,0,90,0.0202,2450,2.3219,4,0.4851,0.5,0.0037,0,0.6,0.54,9,0,0,1,0,0.867967647
0.22,0.113,0.8,0.2,0,33.28,286000000000,50,50,1,30,3,0,0,0,0,180,0.0106,1250,2.3219,6,0.5244,0.5,0.0089,0,0,0,0,0,0,1,0,0.664545503
2,0.267,0.33,0.33,0.33,283.95,4620000000000,90,90,1,70,4,0,0,0,0,308.5714,0.0371,4050,2.3219,5,0.3574,0.4,0.0069,0,0,0,0,0,0,1,0,0.12848699
0.22,0.113,0.52,0.48,0,28.05,310159000000,50,50,1,70,4,0,0,0,0,180,0.0137,1250,2.3219,2,0.314,0,0,1,0.64,0.48,6,0,0,1,0,0.844670131
0.22,0.113,0.64,0.36,0,32.06,301000000000,50,50,1,45,4,0,0,0,0,180,0.0133,1250,2.3219,3,0.3576,1,0.0106,0,0.63,0.61,6,0,0,1,0,0.775289273
0.22,0.113,0.1,0.9,0,290.09,1845790000000,90,90,1,15,3,0,0,0,0,90,0.0196,4050,2.3219,4,0.7065,1,0.0024,0,0.56,0.62,12,0,0,1,0,0.73802814
2,0.267,1,0,0,31.15,205000000000,90,90,1,15,3,0,0,0,0,180,0.0184,4050,2.3219,2,0.7427,0,0,1,0,0,0,0,0,1,0,0.710556941
1.1,0.625,0.43,0.57,0,76,1430000000000,70,70,1,15,5,0,0,0,0,180,0.0174,2450,2.3219,2,0.5753,0,0,1,0.58,0.54,6,0,0,1,0,0.320748428
0.22,0.113,0.9,0.1,0,58.37,459000000000,50,50,1,30,4,0,0,0,0,360,0.0121,1250,2.3219,1,0.45,0,0,1,0,0,0,0,0,1,0,0.419373381
0.22,0.113,0.07,0,0.93,16.23,5790000000000,90,90,1,45,3,0,0,0,0,320,0.0309,4050,2.3219,5,0.5091,0.8,0.0121,0,0,0,0,0,0,1,0,0.458019392
2,0.267,1,0,0,24.37,170800000000,50,50,1,45,3,0,0,0,0,180,0.0134,1250,2.3219,6,0.3768,0.3,0.0059,0,0.78,0.53,4,0,0,1,0,0.464514593
0.22,0.113,0.5,0.47,0.03,170.25,1522010000000,70,70,1,30,4,0,0,0,0,240,0.0187,2450,2.3219,3,0.5318,0.7,0.0039,0,0,0,0,0,0,1,0,0.901883331
1.1,0.625,0.59,0.41,0,38.24,792000000000,90,90,1,70,4,0,0,0,0,288,0.0363,4050,2.3219,5,0.3752,0.6,0.0093,0,0.55,0.46,4,0,0,1,0,0.435573743
0.22,0.113,0.83,0.17,0,50.64,454000000000,50,50,1,70,5,0,0,0,0,180,0.0151,1250,2.3219,2,0.2364,0,0,1,0.61,0.81,2,0,0,1,0,0.274377873
1.1,0.625,0.41,0.59,0,108.24,1800000000000,90,90,1,70,5,0,0,0,0,320,0.0393,4050,2.3219,5,0.3053,0.6,0.009,0,0.54,0.63,8,0,0,1,0,0.729607003
0.22,0.113,0.52,0.48,0,63.02,893000000000,70,70,1,45,5,0,0,0,0,249.2308,0.0268,2450,2.3219,8,0.2798,0.2,0.009,0,0.59,0.49,6,0,0,1,0,0.327262347
0.22,0.113,0.17,0.83,0,301.19,3220000000000,90,90,1,15,4,0,0,0,0,180,0.0187,4050,2.3219,2,0.7214,0,0,1,0.49,0.57,12,0,0,1,0,0.540083806
2,0.267,0.43,0.47,0.1,200.52,2720000000000,50,50,1,45,5,0,0,0,0,90,0.0153,1250,2.3219,4,0.2476,0.5,0.0078,0,0.5,0.57,6,0,0,1,0,0.139731205
0.22,0.113,0.41,0.55,0.03,221.37,3090000000000,50,50,0,0,0,1,20,4,0,360,0.0109,1250,2.3219,2,0.5272,1,0.014,0,0.54,0.26,2,0,0,1,0,0.078276072
1.1,0.625,0.59,0.41,0,31.53,263000000000,50,50,1,70,4,0,0,0,0,144,0.015,1250,2.3219,4,0.234,1,0.0081,0,0.54,0.42,6,0,0,1,0,0.162624684
0.22,0.113,0.14,0.86,0,446.94,3440000000000,90,90,1,15,3,0,0,0,0,360,0.018,4050,2.3219,1,0.7409,0,0,1,0.58,0.57,4,0,0,1,0,0.111782672
0.22,0.113,0.57,0.43,0,189.5,1310000000000,70,70,0,0,0,1,10,6,0,180,0.0234,2450,2.3219,2,0.3471,0,0,1,0.52,0.61,9,0,0,1,0,0.91020372
1.1,0.625,0.5,0.18,0.32,73.91,2900000000000,90,90,1,30,3,0,0,0,0,300,0.0267,4050,2.3219,7,0.5937,0.6,0.0108,0,0,0,0,0,0,1,0,0.469072773
0.22,0.113,0.33,0.67,0,193.89,1604150000000,90,70,1,30,5,0,0,0,0,261.8182,0.0277,3150,2.3219,6,0.4025,0.8,0.0061,0,0.63,0.65,9,0,0,1,0,0.728238032
0.22,0.113,0.13,0.87,0,261.69,2860000000000,70,70,1,15,3,0,0,0,0,240,0.0133,2450,2.3219,4,0.6982,1,0.0098,0,0.48,0.58,6,0,0,1,0,0.540095389
0.22,0.113,0.86,0.14,0,63.78,531845000000,70,70,1,70,5,0,0,0,0,120,0.0275,2450,2.3219,4,0.2284,0.5,0.005,0,0,0,0,0,0,1,0,0.20945939
0.22,0.113,0.5,0.5,0,60.44,515000000000,50,50,1,15,4,0,0,0,0,180,0.0098,1250,2.3219,2,0.572,0,0,1,0.4,0.6,6,0,0,1,0,0.157966703
0.22,0.113,0.47,0.53,0,186.22,1550000000000,70,70,1,15,5,0,0,0,0,360,0.02,2450,2.3219,1,0.5024,0,0,1,0.47,0.38,6,0,0,1,0,0.911338714
0.22,0.113,0.18,0.82,0,172.1,1790000000000,70,70,1,70,3,0,0,0,0,144,0.0246,2450,2.3219,10,0.3724,0.6,0.0108,0,0,0,0,0,0,1,0,0.698709267
0.22,0.113,0.93,0.07,0,67.27,509000000000,50,50,1,70,4,0,0,0,0,180,0.0156,1250,2.3219,2,0.232,0,0,1,0.49,0.38,4,0,0,1,0,0.087383832
0.22,0.113,0.71,0.29,0,30.2,320000000000,50,50,0,0,0,1,0,4,0,180,0.0163,1250,2.3219,2,0.0784,1,0.0004,0,0.47,0.5,4,0,0,1,0,0.181636763
0.22,0.113,0.24,0.76,0,223.28,1830000000000,70,70,1,30,4,0,0,0,0,240,0.0204,2450,2.3219,5,0.4886,0.2,0.0098,0,0.59,0.49,6,0,0,1,0,0.179138897
0.22,0.113,0.03,0.8,0.17,16.45,5800000000000,90,90,1,45,4,0,0,0,0,166.1538,0.0319,4050,2.3219,11,0.4759,0.5,0.0124,0,0.45,0.64,12,0,0,1,0,0.006101806
0.22,0.113,0.7,0.3,0,95.44,825160000000,70,70,1,70,4,0,0,0,0,327.2727,0.0258,2450,2.3219,5,0.3235,0.8,0.0179,0,0.49,0.57,3,0,0,1,0,0.998202692
0.22,0.113,0.61,0.39,0,43.46,400000000000,50,50,1,70,3,0,0,0,0,180,0.0147,1250,2.3219,4,0.302,0.5,0.0036,0,0.54,0.4,4,0,0,1,0,0.202922253
0.22,0.113,0.57,0.43,0,68.04,608000000000,70,70,1,30,5,0,0,0,0,180,0.0233,2450,2.3219,6,0.3863,0.5,0.0109,0,0.82,0.56,3,0,0,1,0,0.522452341
0.22,0.113,0.81,0.19,0,9.66,74074074148,50,50,0,0,0,1,20,6,0,240,0.0078,1250,2.3219,10,0.7016,0.4,0.0864,0.0001,0.42,0.43,2,0,0,1,0,0.863631606
0.22,0.113,0.1,0.87,0.03,612.47,4740000000000,70,70,0,0,0,1,30,6,0,160,0.0165,2450,2.3219,8,0.6176,0.6,0.044,0.0001,0.48,0.7,6,0,0,1,0,0.88716139
0.22,0.113,0.14,0.86,0,220.94,2754150000000,90,90,1,45,3,0,0,0,0,288,0.0303,4050,2.3219,5,0.5273,0.6,0.0085,0,0.49,0.57,12,0,0,1,0,0.298030773
0.22,0.113,0.55,0.45,0,101.66,900000000000,70,70,1,45,4,0,0,0,0,205.7143,0.0243,2450,2.3219,6,0.3822,0.7,0.0109,0,0,0,0,0,0,1,0,0.809205596
1.1,0.625,1,0,0,8.3,70000000070,70,70,1,45,3,0,0,0,0,180,0.0206,2450,2.3219,3,0.5163,0.3,0.0073,0,0.34,0.48,3,0,0,1,0,0.240658888
0.22,0.113,0.47,0.53,0,186.22,1551950000000,70,70,1,15,5,0,0,0,0,360,0.02,2450,2.3219,1,0.5024,0,0,1,0.47,0.38,6,0,0,1,0,0.711799613
0.22,0.113,0.57,0.43,0,124.01,1040000000000,50,50,1,30,3,0,0,0,0,120,0.014,1250,2.3219,8,0.3888,0.5,0.0083,0,0.51,0.38,4,0,0,1,0,0.253796989
2,0.267,0.03,0.63,0.33,199.32,5802570000000,70,70,1,70,5,0,0,0,0,180,0.027,2450,2.3219,2,0.2349,0,0,1,0.33,0.63,6,0,0,1,0,0.113480847
0.22,0.113,0.27,0.73,0,259.7,3220000000000,90,90,1,30,5,0,0,0,0,216,0.0299,4050,2.3219,4,0.5022,0.5,0.0102,0,0,0,0,0,0,1,0,0.901860168
2,0.267,0.5,0.27,0.23,76.86,3414280000000,50,50,1,30,5,0,0,0,0,360,0.0148,1250,2.3219,1,0.2936,0,0,1,0.25,0.32,2,0,0,1,0,0.446056102
0.22,0.113,0.41,0.59,0,139.34,1260000000000,70,70,1,30,4,0,0,0,0,72,0.0208,2450,2.3219,6,0.4663,0.3,0.0089,0,0.28,0.61,3,0,0,1,0,0.432804643
0.22,0.113,0.43,0.57,0,276.18,2140000000000,90,90,1,70,3,0,0,0,0,327.2727,0.034,4050,2.3219,12,0.4502,0.5,0.0506,0.0001,0.63,0.42,4,0,0,1,0,0.922103392
0.22,0.113,0.55,0.45,0,60.73,536000000000,50,50,1,70,3,0,0,0,0,90,0.0151,1250,2.3219,6,0.2864,0.7,0.0065,0,0.5,0.56,6,0,0,1,0,0.78225715
0.22,0.113,0.23,0.77,0,91.05,991947000000,70,70,1,45,4,0,0,0,0,154.2857,0.0237,2450,2.3219,6,0.3698,0.7,0.0126,0,0.58,0.64,9,0,0,1,0,0.634241195
2,0.267,0.52,0,0.48,135.25,3430000000000,50,50,1,45,4,0,0,0,0,180,0.0141,1250,2.3219,2,0.3124,1,0.0006,0,0,0,0,0,0,1,0,0.433795039
0.22,0.113,0.33,0.67,0,192.25,1620000000000,50,50,1,15,4,0,0,0,0,360,0.012,1250,2.3219,1,0.4744,0,0,1,0.47,0.41,4,0,0,1,0,0.978877146
1.1,0.625,0.45,0.55,0,43.33,609000000000,50,50,1,70,4,0,0,0,0,120,0.0152,1250,2.3219,4,0.2412,1,0.0063,0,0.75,0.55,6,0,0,1,0,0.474808717
2,0.267,0.2,0.47,0.33,324.82,5012020000000,90,90,1,15,5,0,0,0,0,180,0.0261,4050,2.3219,2,0.5837,0,0,1,0.66,0.64,4,0,0,1,0,0.853255503
2,0.267,0.13,0.8,0.07,422.49,4585230000000,50,90,1,70,4,0,0,0,0,288,0.0249,2250,2.3219,6,0.2836,0.5,0.0153,0,0.38,0.78,6,0,0,1,0,0.896764584
0.22,0.113,0.23,0.77,0,334.43,2318360000000,90,70,1,30,3,0,0,0,0,180,0.0229,3150,2.3219,4,0.5573,0.5,0.0043,0,0.65,0.7,9,0,0,1,0,0.612781942
0.22,0.113,0.43,0.57,0,168.84,1220000000000,70,70,1,30,4,0,0,0,0,180,0.0209,2450,2.3219,5,0.4737,0.6,0.0055,0,0.46,0.56,9,0,0,1,0,0.615505995
1.1,0.625,0.37,0.63,0,115.48,1961650000000,90,70,1,70,4,0,0,0,0,240,0.033,3150,2.3219,6,0.2784,0.5,0.0089,0,0.82,0.69,3,0,0,1,0,0.447143311
2,0.267,0.07,0.57,0.37,457.34,5806970000000,90,90,0,0,0,1,40,2,0,62.6087,0.0451,4050,2.3219,46,0.1601,0.5,0.0146,0,0.48,0.55,8,0,0,1,0,0.203808379
0.22,0.113,0.9,0.1,0,84.41,826000000000,70,70,1,15,5,0,0,0,0,180,0.0155,2450,2.3219,2,0.6251,0,0,1,0,0,0,0,0,1,0,0.040767952
0.22,0.113,0.71,0.29,0,26.4,317000000000,50,50,1,70,3,0,0,0,0,180,0.0148,1250,2.3219,4,0.2964,1,0.0096,0,0.7,0.51,4,0,0,1,0,0.603805999
0.22,0.113,0.1,0.9,0,407.16,3250000000000,90,90,1,30,3,0,0,0,0,300,0.026,4050,2.3219,7,0.6138,0.6,0.0099,0,0,0,0,0,0,1,0,0.779301031
0.22,0.113,0.5,0.47,0.03,148.06,1800000000000,90,90,1,70,5,0,0,0,0,110.7692,0.0415,4050,2.3219,13,0.2514,0.5,0.0096,0,0.66,0.43,8,0,0,1,0,0.197238845
0.22,0.113,0.52,0.48,0,63.02,893293000000,70,70,1,45,5,0,0,0,0,249.2308,0.0268,2450,2.3219,8,0.2798,0.2,0.009,0,0.59,0.49,6,0,0,1,0,0.850270219
1.1,0.625,0.29,0.71,0,222.91,2050000000000,90,90,1,45,3,0,0,0,0,317.6471,0.0291,4050,2.3219,5,0.5521,0.4,0.0103,0,0.59,0.59,8,0,0,1,0,0.262595841
0.22,0.113,0.14,0.86,0,220.94,2750000000000,90,90,1,45,3,0,0,0,0,288,0.0303,4050,2.3219,5,0.5273,0.6,0.0085,0,0.49,0.57,12,0,0,1,0,0.774473973
0.22,0.113,0.43,0.57,0,214.84,1720000000000,70,70,1,15,4,0,0,0,0,180,0.0141,2450,2.3219,2,0.6684,1,0.0008,0,0,0,0,0,0,1,0,0.124108019
1.1,0.625,0.1,0.9,0,124.25,2300000000000,90,90,1,70,4,0,0,0,0,320,0.0352,4050,2.3219,6,0.3907,0.5,0.0088,0,0.49,0.62,8,0,0,1,0,0.431389871
0.22,0.113,0.9,0.1,0,22.69,207000000000,50,50,1,45,5,0,0,0,0,180,0.0142,1250,2.3219,2,0.3048,0,0,1,0.44,0.57,4,0,0,1,0,0.774737426
1.1,0.625,0.5,0.5,0,99.64,1170000000000,70,70,1,45,4,0,0,0,0,90,0.0257,2450,2.3219,6,0.3402,0.3,0.0063,0,0.56,0.54,9,0,0,1,0,0.416014202
2,0.267,0.07,0.73,0.2,14.31,5590000000000,50,50,1,70,5,0,0,0,0,180,0.0157,1250,2.3219,2,0.2072,0,0,1,0.77,0.63,6,0,0,1,0,0.403653096
0.22,0.113,0.79,0.21,0,27.79,335021000000,50,50,1,15,5,0,0,0,0,180,0.011,1250,2.3219,2,0.4832,0,0,1,0.46,0.58,2,0,0,1,0,0.248707646
0.22,0.113,0.72,0.28,0,59.79,515000000000,70,70,1,70,5,0,0,0,0,360,0.0271,2450,2.3219,1,0.25,0,0,1,0.57,0.54,9,0,0,1,0,0.613477059
0.22,0.113,0.43,0.57,0,382.91,2200000000000,50,50,0,0,0,1,30,4,0,294.5455,0.0096,1250,2.3219,9,0.6364,0.4,0.0109,0,0.57,0.49,6,0,0,1,0,0.08938676
0.22,0.113,0.03,0.9,0.07,15.81,5880000000000,70,70,1,15,5,0,0,0,0,180,0.0172,2450,2.3219,2,0.5769,0,0,1,0.58,0.75,6,0,0,1,0,0.830850663
0.22,0.113,0.52,0.48,0,109.06,954000000000,70,70,1,30,5,0,0,0,0,240,0.0211,2450,2.3219,3,0.4518,1,0.0043,0,0.71,0.73,3,0,0,1,0,0.369780182
0.22,0.113,0.69,0.31,0,34.15,436386000000,50,50,1,30,5,0,0,0,0,360,0.0138,1250,2.3219,1,0.3108,0,0,1,0.47,0.54,6,0,0,1,0,0.966931372
0.22,0.113,0.33,0.67,0,218.3,1850000000000,90,90,0,0,0,1,20,6,0,144,0.0357,4050,2.3219,12,0.3737,0.3,0.036,0,0.48,0.43,8,0,0,1,0,0.35152996
0.22,0.113,0.73,0.27,0,41.31,574000000000,70,70,0,0,0,1,0,4,0,180,0.0295,2450,2.3219,2,0.0563,0,0,1,0.59,0.65,6,0,0,1,0,0.749383295
0.22,0.113,0.3,0.7,0,224.47,2230070000000,70,90,1,15,5,0,0,0,0,180,0.0201,3150,2.3219,2,0.589,0,0,1,0.47,0.58,9,0,0,1,0,0.29819664
0.22,0.113,0.38,0.62,0,111.02,775000000000,70,70,1,15,5,0,0,0,0,90,0.0172,2450,2.3219,6,0.5618,0.7,0.0046,0,0.51,0.45,9,0,0,1,0,0.773005678
0.22,0.113,0.85,0.15,0,17.44,338385000000,50,50,1,45,3,0,0,0,0,216,0.0139,1250,2.3219,7,0.3676,0.7,0.0123,0,0.52,0.69,2,0,0,1,0,0.809095256
0.22,0.113,0.57,0.43,0,124.01,1038840000000,50,50,1,30,3,0,0,0,0,120,0.014,1250,2.3219,8,0.3888,0.5,0.0083,0,0.51,0.38,4,0,0,1,0,0.79040554
1.1,0.625,0.67,0.33,0,75.83,747000000000,70,70,1,70,4,0,0,0,0,216,0.0252,2450,2.3219,5,0.318,0.8,0.0079,0,0.44,0.52,6,0,0,1,0,0.99667636
2,0.267,0.13,0.5,0.37,322.67,5690000000000,70,70,1,70,5,0,0,0,0,240,0.027,2450,2.3219,3,0.2304,0.7,0.0053,0,0.69,0.51,3,0,0,1,0,0.659524789
0.22,0.113,0.27,0.73,0,259.7,3222420000000,90,90,1,30,5,0,0,0,0,216,0.0299,4050,2.3219,4,0.5022,0.5,0.0102,0,0,0,0,0,0,1,0,0.124089663
0.22,0.113,0.07,0.93,0,289.59,1970000000000,90,90,1,30,3,0,0,0,0,240,0.0243,4050,2.3219,3,0.6423,1,0.009,0,0,0,0,0,0,1,0,0.835011174
2,0.267,0.2,0.6,0.2,273.5,5060000000000,90,90,1,45,4,0,0,0,0,180,0.0341,4050,2.3219,9,0.4343,0.3,0.0109,0,0.69,0.61,8,0,0,1,0,0.245223524
1.1,0.625,0.3,0.67,0.03,113.15,3339760000000,70,70,1,45,3,0,0,0,0,257.1429,0.0215,2450,2.3219,8,0.4627,0.5,0.0113,0,0.54,0.43,3,0,0,1,0,0.958494685
0.22,0.113,0.38,0.62,0,156.71,1370000000000,70,70,1,70,4,0,0,0,0,320,0.025,2450,2.3219,5,0.3324,0.4,0.009,0,0.7,0.79,6,0,0,1,0,0.671649541
0.22,0.113,0.2,0.8,0,216.44,1860000000000,90,90,1,70,3,0,0,0,0,120,0.0322,4050,2.3219,3,0.4877,1,0.0106,0,0.61,0.53,8,0,0,1,0,0.213680475
2,0.267,0.37,0.6,0.03,238.55,3830000000000,90,90,1,15,5,0,0,0,0,205.7143,0.0277,4050,2.3219,4,0.551,1,0.0073,0,0.59,0.5,8,0,0,1,0,0.948111228
1.1,0.625,0.69,0.31,0,31.19,516000000000,90,90,1,45,4,0,0,0,0,205.7143,0.0288,4050,2.3219,6,0.5474,0.5,0.0084,0,0,0,0,0,0,1,0,0.425099369
0.22,0.113,0.46,0.54,0,133.25,1080000000000,70,70,1,15,3,0,0,0,0,180,0.015,2450,2.3219,2,0.6643,0,0,1,0.41,0.55,6,0,0,1,0,0.776100241
0.22,0.113,0.27,0.73,0,262.15,3040000000000,50,50,1,30,3,0,0,0,0,180,0.0131,1250,2.3219,2,0.4036,0,0,1,0.63,0.51,6,0,0,1,0,0.141053569
0.22,0.113,0.45,0.52,0.03,151.82,1760280000000,90,90,1,70,4,0,0,0,0,338.8235,0.0322,4050,2.3219,5,0.4525,0.8,0.0144,0,0.55,0.63,4,0,0,1,0,0.120847844
